geo,name,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
stp,Sao Tome and Principe,1674.02861,1671.98973,1739.53473,1561.70758,1644.93344,1628.54128,1782.02799,1593.25961,1762.05032,1892.67808,2013.8842,2133.49374,2247.62111,2352.3997,2485.38325,2589.61052,2688.41763,2790.84745,2887.87374,2981.02788,2978.51215,2962.14223,3065.03533,3149.49237,3103.92391,3711.23476,3701.42756,4183.43311,4033.27562,3725.61092,3901.36387,3760.02371,3535.47532,3855.69231,3596.72856,3467.93122,3538.59393,3660.73417,3593.63359,3575.46825,3549.7125,3543.1067,3576.45601,3604.51288,3617.10293,3613.63247,3667.24374,3724.92867,3711.08247,3776.45593,3822.2203,4048.06029,4107.39949,4292.15451,4578.84967,4648.90078
sur,Suriname,7478.59919,7630.22448,7785.87806,7942.7524,8103.72024,8267.38832,8432.33847,8600.03026,8771.94886,8993.53328,9218.36662,9449.43395,9683.83789,9924.59016,10170.26497,10420.91409,10676.58971,10935.82789,11203.2313,11962.69078,12651.72929,13345.42171,12589.6265,14035.84949,15457.55364,17173.28666,18199.84582,17197.43489,15785.22025,16973.0787,16316.66476,15702.65882,15385.1962,17437.98706,16971.38763,15517.20726,16599.90691,17071.29166,16146.21847,16472.02342,16436.78717,15273.02022,15701.58948,15499.29876,15402.53605,16024.00537,16135.60146,15658.67233,15730.67361,16124.6014,16306.29235,17057.51916,18291.02133,18964.50522,19898.56044,20733.97283
svk,Slovak Republic,7331.72146,7230.11942,7455.37391,8015.4208,8347.33154,8716.61609,9242.25427,9521.27455,10109.18723,10426.33431,10516.17049,10258.73978,10667.59573,10993.41929,11410.74092,11858.69931,12375.73368,12638.05605,12861.18037,13240.91119,13634.49989,13992.62165,14385.06971,14686.51707,14797.76893,15342.83528,15412.48974,15430.22306,15760.39805,15601.48522,15838.93601,16012.43208,16321.07216,16383.36645,16989.67063,17324.73786,17597.79745,17716.86702,17230.39989,14710.54454,13734.09589,14118.05007,14930.33051,15816.45258,16761.11482,17657.04006,18304.25162,18197.95751,18368.86038,18941.46331,19778.75141,20755.65526,21867.34973,23279.38612,25341.72937,28069.62684
svn,Slovenia,5297.09945,5532.49183,6233.38275,6749.03459,6601.09631,7339.28679,8119.04922,8529.16336,9700.73158,10513.51842,10882.7258,12035.24868,13065.80489,13027.22573,13634.34617,13963.4069,14732.63215,16041.01322,17453.42611,18630.40607,19478.63927,20598.50416,22445.76235,23534.9863,23902.94004,25471.32787,27433.88819,29308.6007,29032.23728,28747.2392,28225.42157,28129.26238,28422.47654,28459.89553,29112.06616,28758.28245,27718.05231,27397.32619,25005.80474,22755.03187,21535.99399,22195.87156,23402.72575,24521.80937,25273.73099,26606.59927,27488.19212,28914.52268,29866.49515,30671.05794,31664.56603,32653.76114,34125.64025,35403.55285,37396.28215,39879.39188
swe,Sweden,13840.39301,14064.52574,14527.51969,14765.2108,15113.09128,15516.41353,15479.57711,15873.72576,16476.87483,17224.61775,17750.10758,18479.35864,19483.44043,19917.34058,20017.67552,20458.08008,20896.41524,21704.47388,22727.59725,22670.76204,22978.83716,23696.04768,24242.8376,24632.99359,24666.52885,24049.38644,24253.58835,24977.25736,25201.31844,27088.96324,28303.78284,29442.78319,31259.21147,32471.18748,33655.16988,35148.86124,36638.15889,38312.31464,39408.10064,38752.02141,38139.38547,37196.02583,38474.55145,39885.39437,40549.68247,41797.06937,43600.95594,45484.2467,47554.61213,48121.13764,49124.55863,49935.32894,51863.66652,53149.96078,55344.698,56739.80248
swz,Eswatini,788.18636,796.60581,817.33898,819.30078,827.36744,834.10603,832.23603,854.57195,942.88607,1031.46413,1212.06373,1241.3799,1382.41731,1548.95573,1565.47947,1661.92628,1535.50285,1551.7185,1948.5084,1956.2991,2132.76285,2134.09851,2457.57081,3162.25653,3454.59451,3366.47949,3287.27862,3229.41284,3172.28212,3439.23115,3487.15983,3418.75437,3450.01467,3456.4845,3999.82044,4312.91937,4571.20651,4962.75319,5423.1134,5327.67841,5324.0992,5358.82348,5505.99328,5789.40503,5906.38369,5996.38602,6078.06367,6191.65481,6238.11593,6253.49065,6466.889,6675.4961,6869.88342,7234.23245,7620.11392,7904.88179
syc,Seychelles,3619.25185,3667.27879,3813.07572,3783.84558,3733.24709,3795.2366,3806.47082,3887.77335,4068.42173,3836.39433,4071.10878,4460.33238,4496.36736,4018.30642,3936.46195,4220.48605,4626.64606,4367.74751,4708.03679,5311.32948,5514.85023,5899.28311,5852.40321,5899.35688,6713.99715,7136.213,7623.91557,8615.73339,8215.84313,8120.24933,8208.49439,8307.48909,8930.52015,9984.72651,10162.46755,10514.37445,11308.01028,12759.77642,14040.58349,14406.59066,15508.32625,16460.57599,15902.28553,15853.72563,17068.93699,19180.16344,19714.58941,19815.68624,20423.05769,19994.93405,19742.58721,18790.13164,18355.37732,19941.61082,21404.71221,23201.50044
syr,Syria,4855.54009,5286.02801,5820.45354,5037.82818,5719.62025,5815.18877,4792.09917,4748.88099,4611.05412,4662.71414,5668.59604,5229.74154,5312.49186,5059.72125,4447.25763,4559.60299,4512.69643,5121.77568,4533.25188,4733.66123,5624.46034,4887.67665,5765.92329,6548.87348,6907.93339,6483.87139,6702.0048,6600.84333,7022.8313,7663.94751,7738.17267,7660.12456,7046.06494,7319.14607,6734.62792,6628.33483,7316.57126,6685.0687,7187.0244,7408.3325,7967.12494,8080.27404,8235.38155,8399.75219,8726.34408,8707.57749,8937.5665,8322.58625,8116.3478,7964.55343,8040.54924,8286.14301,8601.33902,8868.48394,8904.42055,8838.83743
tcd,Chad,1159.29473,1187.1438,1213.71528,1241.7407,1269.85576,1298.06067,1329.10743,1354.74093,1344.56397,1344.72039,1417.55204,1355.48587,1312.0175,1307.88203,1262.07756,1248.27409,1226.02935,1273.48254,1304.2384,1304.09025,1192.29481,1113.66499,1241.41823,1429.56861,1383.58889,1257.54969,1230.4425,950.89404,885.14001,825.27097,876.57785,1009.11298,1071.31182,1162.13547,1220.69011,1254.27051,1348.54028,1379.32557,1431.31281,1498.77998,1549.63137,1342.01899,1446.38425,1416.0583,1398.61685,1442.06525,1504.61852,1456.23322,1407.47073,1531.79032,1617.6377,1795.65899,2311.35318,2607.45074,2520.23726,2573.03387
tgo,Togo,1137.04392,1149.53149,1163.13633,1172.85154,1186.1814,1198.13033,1208.71613,1219.18177,1290.51659,1353.34301,1364.77091,1397.40611,1548.36619,1713.02169,1818.18704,1862.13647,1896.38231,2036.85298,1943.21157,2012.82144,2017.19855,1874.64222,1897.39607,1830.67951,1770.14224,1815.60902,1941.46902,1995.78695,1843.32441,1786.62147,1718.39891,1611.31738,1686.71633,1727.32683,1752.27065,1684.95771,1844.14289,1915.93891,2025.5292,1969.18078,1850.60052,1583.24731,1818.40833,1879.34317,1973.5034,2156.38406,2061.03874,2066.41709,2005.61984,1975.28003,1998.77466,2088.43982,2033.905,1908.64738,1914.8838,1847.634
tha,Thailand,1654.32129,1696.99402,1642.27835,1652.33599,1615.4633,1608.73119,1591.14303,1704.66339,1832.0135,1848.634,1911.27324,1983.96745,2031.84578,2103.53888,2252.90989,2339.81197,2430.55768,2526.96999,2891.48292,2925.06315,2939.62837,3123.54389,3155.36846,3206.25143,3396.2557,3621.99312,3877.20775,3966.12135,4034.72381,4385.41584,4671.22573,4932.35805,5215.78047,5449.57923,5705.43732,6222.4309,7077.26714,8009.01589,9018.79314,9602.79825,10216.05013,10870.03201,11535.61289,12262.03659,12744.62859,12200.63242,11098.15816,11438.18745,11791.25763,12050.57636,12644.97588,13405.24847,14099.036,14542.32913,15118.03226,15792.72969
tjk,Tajikistan,3886.09919,3978.60825,4094.09817,4356.94389,4681.25914,4684.82236,4938.79612,4788.16448,5137.08343,5295.64277,5310.77359,5073.01753,5606.94963,5807.37266,5973.31627,6122.51766,6366.56797,6344.51016,6714.40537,6769.71577,6683.55231,7117.56267,6946.36334,6779.28187,6616.21923,6457.07874,6301.76608,6150.18917,6002.25814,5836.77485,5673.09278,5688.61272,5574.2851,5433.79281,5355.22038,5043.2552,5484.77703,4904.59636,4718.37169,4223.92988,2888.08921,2405.09922,1850.80464,1580.2714,1318.30327,1311.44541,1356.60974,1386.3515,1470.93456,1568.5068,1690.09226,1824.99523,1959.233,2036.19774,2122.02333,2227.48611
tkm,Turkmenistan,5020.32466,5137.92929,5286.59875,5624.34614,6041.33869,6043.38017,6368.71231,6171.61846,6621.40768,6889.15205,6973.66463,6724.37107,7502.91024,7846.55663,8148.28293,8432.14123,8851.76893,8904.99133,9517.00864,9689.11562,9661.21481,10388.78733,10202.7636,10020.07084,9840.64941,9664.44074,9491.3873,9321.43259,9154.52112,9026.26925,8906.05686,8854.86674,8558.30474,8387.64066,8414.88957,8404.16488,8959.41859,8031.03605,7872.12414,7350.4949,6128.43206,6100.73634,4953.51787,4524.30481,4629.25254,4049.63117,4276.45571,4907.40143,5175.88159,5397.7409,5385.14927,5500.60305,5673.20976,6242.06214,6740.57784,7280.47327
tls,Timor-Leste,869.84119,866.36239,861.677,857.01525,853.57419,848.95125,845.53261,840.94829,837.55209,870.02869,904.32235,935.82616,969.12599,1000.80319,1033.12219,1063.84419,1096.30577,1126.08514,1155.40815,1186.44073,1215.92395,1246.01655,1303.16723,1361.58471,1421.23475,1483.12081,1548.21856,1613.38412,1679.6227,1748.92121,1821.2074,1894.4191,1968.5268,2044.48343,2125.16619,2205.62409,2286.8119,2373.48041,2458.86265,2635.44309,2808.49154,2987.60676,3113.01559,3237.68106,3414.84431,3455.67548,3291.57804,2334.66109,3862.79702,4116.4868,3562.75861,3340.92603,3437.77695,3501.73256,3289.19065,3450.57971
ton,Tonga,1630.32616,1627.68111,1625.98707,1624.09537,1622.01105,1619.73906,1618.3567,1615.71082,1613.93835,1611.97188,1609.81637,1607.47668,1604.95759,1603.24858,1601.34561,1599.25363,1596.97748,1594.52195,1593.74489,1590.92208,1588.83822,1586.57153,1633.54798,1666.07651,1655.37509,1696.59025,1684.45072,1675.67786,1908.04169,2260.76998,2633.07102,2816.32354,3598.88729,3890.48712,4190.69447,4321.82852,4254.09545,4368.73848,4568.57998,4848.17204,4849.30247,5021.11768,5260.25649,5549.07378,5544.87382,5492.45465,5582.68227,5686.14809,5856.22403,5919.77403,6133.559,6108.34797,5954.06195,5881.36707,5715.82213,5534.16673
tto,Trinidad and Tobago,7138.52456,7057.50077,6925.44998,7547.76753,8620.66518,9066.90444,9459.01646,9612.81559,10308.16816,10685.39726,10703.07694,10812.79577,10997.48846,11102.96486,11373.85871,11385.99059,11801.52589,11989.73029,12371.05914,12247.07027,12632.42242,12541.79603,12802.84051,12695.72312,13348.42969,13994.44857,15093.36442,15280.37023,16249.25787,17418.95979,17533.23219,15862.41937,15585.35365,14886.63383,14275.4461,13580.486,13138.33044,13185.0364,13558.05932,13680.46335,14557.02048,14223.14634,14378.02832,14879.31868,15773.70492,16797.22897,17998.2316,19272.5336,20419.6703,21076.82994,22538.64603,25556.20509,27339.7768,29968.21168,33727.52144,35087.40934
tun,Tunisia,2356.34551,2382.95831,2373.22741,2193.24109,2285.74966,2148.61244,2374.71188,2220.45333,2430.69771,2535.59328,2443.88673,2701.42356,2730.34335,2791.33995,2773.06367,2671.73206,2841.61231,2863.67899,3218.96212,3457.45528,3960.74997,3823.18907,4011.00738,4167.7415,4359.21663,4374.80156,4524.24672,4677.37181,4865.8411,5238.27057,5257.98137,5491.8354,5772.02279,6022.63269,5799.21574,6138.42861,6164.42172,6389.34594,6842.6121,6969.48209,7364.47061,7383.15699,7488.10644,7545.33755,7958.71616,8276.60838,8559.00667,8960.97765,9263.8496,9515.24818,9533.92966,9875.5455,10373.9473,10627.71843,11069.39488,11680.26312
tur,Turkey,3337.23137,3636.65707,3401.66657,3595.74092,3597.88648,3883.2563,3978.92877,3979.66978,3936.93078,3900.30118,4041.25374,4325.06934,4409.62747,4428.98009,4852.27045,4955.70099,5176.30167,5335.17545,5478.40851,5758.48177,6011.50402,6095.32288,6355.75758,6698.79912,7168.32049,7272.39117,7256.76697,7039.52726,6759.52046,7241.99314,7618.68677,7946.47122,8453.79847,8829.72816,9379.71984,10254.01144,10589.86327,10749.23734,11860.09284,11797.10139,12259.39262,13031.74311,12226.83232,12995.43116,13767.57629,14624.52525,14807.44668,14102.52075,14897.78792,13831.56944,14567.44418,15222.1931,16504.40556,17775.43114,18797.86982,19682.39627
tuv,Tuvalu,1912.04683,1928.8441,1945.61027,1963.66326,1981.6829,1998.35368,2016.30793,2034.22896,2052.11682,2071.2825,2089.10301,2109.50773,2128.56738,2147.59177,2166.58097,2185.53501,2204.45394,2225.94125,2244.78781,2270.09654,2268.09501,3005.46234,3430.48966,3398.97835,3379.16331,3431.76429,3591.45833,3632.16157,3331.16532,3056.4573,2428.33954,2382.48321,2516.55127,2425.7725,2369.77518,2557.30563,2771.38534,2670.46215,3037.4003,3100.22338,3147.51491,3242.52603,3543.43028,3338.19718,3117.71134,3408.50204,3914.10214,3831.7733,3770.50836,3754.38917,4079.53425,3870.52057,3733.77015,3513.28337,3551.787,3752.45208
tza,Tanzania,959.47069,901.49611,948.30819,943.40293,929.5289,922.12099,904.52329,922.69071,930.59292,881.83882,934.40854,950.18394,1012.62445,1017.36009,1095.58676,1110.06208,1146.26999,1124.44887,1140.8048,1150.29611,1186.05313,1182.52179,1170.80393,1195.55075,1236.61855,1214.94564,1199.83011,1189.587,1175.93769,1198.34629,1214.95211,1222.5531,1251.16875,1276.03106,1326.61237,1386.03612,1442.10771,1496.56575,1587.30876,1599.85434,1587.85833,1575.49928,1557.93208,1579.3614,1636.5107,1674.03146,1704.23741,1752.38129,1792.82437,1861.41533,1951.57594,2035.56231,2137.31153,2239.90235,2324.16223,2420.07714
uga,Uganda,1328.63305,1318.70721,1254.62776,1291.19447,1316.81037,1327.71284,1281.05579,1299.16403,1301.50478,1247.1361,1258.73025,1350.2469,1401.15556,1383.60089,1420.16147,1450.97754,1433.79972,1525.15949,1487.4187,1477.96439,1437.79667,1391.99172,1349.11754,1282.31837,1242.83278,1217.70233,1119.81154,953.72764,889.72117,939.69395,1017.26896,1063.69815,993.71785,964.5588,945.99418,966.42439,1023.95443,1076.63225,1124.70915,1134.25922,1138.53665,1183.56146,1218.30034,1313.40901,1385.55899,1411.69329,1438.47157,1502.26228,1501.54961,1536.69035,1613.87079,1662.0518,1718.80882,1776.84593,1904.85683,2003.15025
ukr,Ukraine,5058.05637,5382.00009,5613.44063,5881.87348,6375.50617,6975.55246,7106.5156,7629.15717,7528.99903,8225.86334,8611.50279,8769.40124,8505.89786,9546.51114,10039.5019,10484.63964,10910.13253,11516.36135,11646.40183,12510.64915,12802.62722,12831.07429,14014.64868,14284.20645,14558.94889,14838.97572,15124.38859,15415.2911,15711.78882,16268.12074,16853.32035,17665.8062,18172.22202,18150.20469,18341.03101,18964.24068,19231.83298,20145.97594,19355.35476,17858.2672,16241.95738,14094.18394,11046.98797,9882.22202,9063.82586,8955.78465,8941.29314,9077.54971,9778.67964,10828.82636,11593.84214,12881.9868,14596.33258,15258.93136,16612.22621,18151.64989
ury,Uruguay,9306.17781,10022.92433,10359.40402,10222.39741,10194.44802,10145.2309,9556.87913,9118.27864,9324.83104,9375.85261,9080.24305,8917.81167,8954.71117,8851.8119,9046.84834,8594.62228,8591.47585,9022.72905,9288.42222,9174.27167,8880.64976,9003.46459,9264.5304,9697.81501,9988.50015,10025.85335,10497.55352,10997.87457,11547.5303,12246.69857,11385.93768,10870.5363,10878.98204,11098.32835,12050.55705,12952.07814,13218.04973,13639.97413,13974.74454,14382.28714,15438.09444,15767.65934,16828.73988,16502.46468,17327.01133,18602.64219,19362.41976,18971.35515,18556.85792,17808.48984,16412.79634,16546.88123,17380.4423,18678.61672,19446.19417,20707.35148
usa,USA,19988.92932,20406.98201,19767.11554,20634.6089,20514.45357,20377.15348,19699.21418,20621.9124,20645.98778,20633.36766,21382.52673,21821.56328,22590.54751,23560.2622,24628.22495,24801.63958,25541.81495,25887.62462,25441.13232,25769.41801,26661.84381,27702.71939,27136.0872,26614.05676,27560.67791,28333.16881,29407.12132,29838.62068,29271.43071,31094.28984,31146.12718,32825.23591,35518.00037,37215.93938,38510.85727,40010.17292,42168.41627,44343.8624,45755.4382,45034.50608,45911.95369,46485.39846,47696.23296,48326.18131,49495.08573,51002.72006,52586.78912,54383.0483,55889.51752,55783.75337,56127.43794,57114.90269,58672.14582,60060.46474,61043.40958,61578.56309
uzb,Uzbekistan,3684.91318,3813.8962,3967.41426,4269.0002,4632.32432,4683.53253,4988.18545,4882.02586,5291.25402,5481.21858,5525.02402,5304.65422,5888.49111,6126.98608,6325.73436,6509.57384,6792.78316,6790.31533,7206.11803,7242.4857,7127.86785,7561.12205,7387.14724,7217.17543,7051.11453,6888.87454,6730.36755,6575.50767,6424.21098,6417.37078,6404.01516,6399.3652,5931.21035,5860.11733,5572.73909,5333.2376,5607.64516,5540.35399,5245.94666,5017.68614,4283.38566,4030.39327,3688.64876,3535.14321,3482.60448,3555.793,3607.09865,3666.90884,3717.41589,3784.66799,3847.70134,3923.88189,4126.5675,4320.94278,4545.7087,4868.67484
vct,St. Vincent and the Grenadines,2876.37412,2956.42412,3036.93911,3120.40182,3206.76676,3294.75299,3385.56295,3477.92773,3573.03919,3651.43772,3708.51324,3406.65209,3466.56632,3431.73064,3368.67252,2992.03599,3128.87348,3157.93062,3432.41337,3488.25852,4331.6721,3798.03359,3416.11586,3113.2276,3390.6175,3440.72203,3727.62555,3804.94968,3849.43271,4194.95649,4496.33397,4660.80501,5037.28553,5413.89313,5750.56725,5831.47771,6771.06986,7019.76909,7461.77774,7521.13832,7982.5072,8308.00219,8193.60858,8822.01726,8931.65568,9244.08829,9619.96769,9866.87339,10013.41602,10188.54185,10753.63244,11497.85129,11995.96585,12329.99452,13243.91913,13738.57139
ven,Venezuela,10583.219,10582.97298,11009.32123,11319.92879,11818.98395,12419.90852,11967.14908,12179.03857,11699.27058,11605.75839,12018.89252,12171.73308,12816.20371,12859.46489,12361.02346,12241.02814,12460.64663,12426.24432,12958.24365,12718.36533,12517.24144,12692.6364,12857.39713,13038.22189,13523.97552,13779.18179,13453.16818,13035.79895,12230.0845,12228.38005,12381.5545,11175.87497,11285.12946,11154.71456,11678.48111,11964.23105,12585.49665,10961.25781,11518.3604,12554.65406,13146.05685,13031.10807,12571.92456,12915.11097,12726.7936,13368.22675,13189.25629,12230.36134,12454.43236,12833.99055,11593.79182,10648.08192,12628.01445,14034.5749,15544.30445,16992.37514
vnm,Vietnam,1365.87497,1392.58191,1422.54107,1447.20793,1465.47827,1476.27792,1485.68776,1489.01358,1493.40569,1506.99468,1632.57644,1616.22158,1629.7036,1586.21076,1543.2143,1304.7214,1239.49882,1302.19279,1287.14264,1304.27729,1336.83039,1332.95328,1278.62906,1212.7897,1339.92106,1414.31032,1394.08439,1411.55387,1331.47218,1434.51747,1570.20222,1673.37049,1818.36561,1920.05437,1965.5711,2009.99458,2126.58157,2285.76555,2382.67426,2473.71912,2636.93845,2798.61125,2994.5848,3229.972,3482.02953,3716.6873,3881.05332,4019.81159,4250.45395,4477.15881,4722.82509,5008.5529,5344.44392,5705.39302,6037.17638,6370.74245
vut,Vanuatu,1693.31471,1709.53936,1724.34709,1740.27215,1756.04634,1771.6706,1788.39038,1803.71268,1820.12267,1837.60677,1853.70116,1870.86202,1887.86036,1904.6972,1921.37355,1939.09181,1956.64216,1974.02565,1992.4307,2009.47893,2027.54153,2046.60569,2658.13459,2449.80238,2413.54947,2310.53701,2628.3176,2644.40609,2272.12615,2414.30796,2554.30745,2793.98115,3001.15809,2982.5758,2906.36388,2841.98417,2796.12373,2886.83377,3185.58006,3198.24615,3192.89092,3131.50691,3328.74451,3280.93377,3280.33636,3366.1647,3351.01218,3289.13144,3400.34487,3198.35345,2952.50727,2998.65223,3037.30966,3116.25682,3293.3842,3303.71983
wsm,Samoa,3930.50713,3964.31385,3999.17838,4033.81137,4069.48958,4104.93103,4140.1368,4176.37274,4213.62906,4249.38087,4287.40203,4323.92089,4361.44297,4399.95867,4438.21874,4476.22433,4515.20922,4555.16399,4594.85366,4635.50153,4675.87968,4715.98931,4160.89831,3955.69801,4275.70855,4197.42203,4416.6249,4957.04792,4621.30241,4178.17032,4111.75911,4107.09895,4136.57955,4270.3569,4471.24196,4454.96732,4350.27685,4467.85789,4225.91653,4102.98744,4056.76174,4174.78371,4023.82666,4246.30907,4502.04312,4483.78373,4537.20759,4590.44353,4786.98319,5082.10151,5308.03796,5535.14333,5671.08845,5994.51432,6080.80838,6075.11858
yem,Yemen,1604.91239,1587.56648,1571.40334,1555.33489,1535.29012,1517.48165,1497.86969,1479.45581,1462.189,1445.08457,1429.06153,1417.68944,1400.96212,1387.89244,1379.16263,1372.02366,1361.41228,1354.03649,1574.55766,1779.38539,1849.58921,1994.766,2027.99815,2097.907,2315.74477,2457.20947,2549.09437,2573.0911,2473.5755,2509.93838,2439.56416,2464.88219,2444.96496,2314.19809,2255.08401,2234.01561,2217.16014,2182.2051,2332.67138,2401.76263,2499.623,2505.72452,2579.41704,2635.98018,2671.88687,2729.14897,2798.28115,2817.63057,2925.61188,2972.30339,3008.55679,3053.03487,3126.5557,3262.42885,3322.37032,3380.10829
zaf,South Africa,5399.8028,5495.43372,5667.65454,5798.06708,5958.54644,6024.97746,5997.08586,6101.03929,6160.40256,6236.97298,6409.60474,6679.91921,6951.32416,7155.91463,7258.26654,7535.96296,7637.46887,7827.65309,8008.1191,8141.88889,8055.53901,8171.47008,8407.9263,8321.7644,8284.83278,8050.91352,8069.63091,8153.90022,8444.39792,9097.22185,9122.53648,8912.8854,9321.16353,9157.7456,9084.14129,9236.57334,9662.30897,9962.01666,9985.19104,9753.62626,9452.30578,9455.324,9673.68508,9922.05808,10283.1854,10487.20032,10466.72171,10649.62736,11037.87368,11277.16993,11617.57225,11870.87162,12312.62672,12853.29549,13452.90444,14037.25886
zmb,Zambia,1549.55685,1611.73637,1678.18562,1601.4729,1748.72895,1796.35224,1685.52534,1946.98161,2014.40987,1971.34718,1910.40295,1907.22678,2082.41933,2352.8044,2318.47207,2511.14248,2507.64586,2340.94235,2368.82964,2321.54403,2467.40692,2364.25463,2426.0425,2299.65452,2326.42925,2166.83637,2096.0861,1959.36674,1965.45804,2135.96212,2083.11526,2037.80558,1999.63461,2013.90858,2012.23843,2028.34118,2193.76939,2149.70139,2196.93365,2165.42365,2121.47104,2199.28536,1959.51644,1989.76563,2083.35558,2126.92335,2081.12031,2136.66772,2173.01609,2233.6768,2276.69859,2372.1238,2469.0897,2569.15938,2683.23992,2808.6142
zwe,Zimbabwe,1662.43494,1755.60031,1795.90026,1890.41438,2086.40614,2182.54403,2157.78184,2217.01441,2255.72171,2319.39901,2297.18036,2237.62185,2338.58492,2434.39666,2392.03585,2450.01665,2285.30247,2677.52839,3185.7604,3373.43948,3558.10854,3579.00256,3572.80562,3514.70318,3403.71884,3091.62506,3029.87078,3025.74071,3247.73897,3542.74061,3533.75843,3472.28516,3294.45359,3409.49941,3379.04722,3284.01505,3446.49941,3543.58316,3651.94234,3773.13922,3355.63031,3351.59374,3668.14813,3660.83797,3996.04843,4051.69069,4113.29259,4035.40439,3888.44839,3928.39321,3571.02598,2949.25001,2762.35658,2589.93892,2482.77583,2372.23665
