IDH - Índice de Desenvolvimento Humano (PNUD) - Brasil
Sigla;Código;Brasil;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
BR;0;Brasil;0,641;0,645;0,648;0,654;0,659;0,666;0,671;0,676;0,68;0,684;0,69;0,694;0,7;0,705;0,712;0,718;0,725;0,732;0,739;0,742;0,748;0,753;0,758;0,762;0,765;0,764;0,765;0,77;0,774;0,776;0,77;0,768;0,78;0,786;
